representation,mechanism,batch_size,episodes,seeds,acceptance_rate,prior_coverage,prior_mae,mean_set_width,mean_selective_coverage,mean_selective_error,zero_shot_bll,always_point_bll,gated_bll,prior_oracle_bll,zero_shot_log_loss,always_point_log_loss,gated_log_loss,prior_oracle_log_loss
hybrid,nonlinear_bimodal,256,200,10,0.845,0.745,0.0375,0.11331360946745561,0.79103515625,0.13111418980294579,0.4228662794103459,0.5494091928196446,0.5175966330373742,0.5580127182708478,0.4239190318888785,0.33655725593836067,0.35761712757253,0.33075794859476093
hybrid,nonlinear_bimodal,512,200,10,0.69,0.59,0.033249999999999995,0.07644927536231885,0.6601171875,0.13748582211949778,0.42267762456821467,0.5387523271650128,0.49219928915406264,0.552934000521576,0.42416401614352783,0.336716034828399,0.36970206677203143,0.33240536935459986
hybrid,outcome_dependent_dropout,32,200,10,0.645,0.485,0.12,0.26356589147286824,0.52234375,0.13926050288533634,0.46372804139338125,0.6058411192978284,0.5789124753543461,0.6005297881230129,0.46147020955656326,0.4025813734983096,0.435282458419411,0.3603017791754436
hybrid,outcome_dependent_dropout,64,200,10,0.43,0.335,0.09699999999999999,0.18139534883720929,0.37828125,0.1428966245295839,0.442605493325903,0.5785395629284639,0.5415974147992719,0.5893996265077424,0.44687610865499766,0.38676273802322086,0.42408943342208727,0.3502519378263766
hybrid,outcome_dependent_dropout,128,200,10,0.325,0.28,0.07975,0.12999999999999998,0.3016796875,0.11825151409192658,0.4552798999894169,0.5862986632597523,0.5476608849422526,0.6091931249073393,0.4525812258582604,0.3771628533780993,0.4189832403831676,0.34963769536350137
hybrid,outcome_dependent_dropout,256,200,10,0.215,0.18,0.08049999999999999,0.08372093023255814,0.20607421875,0.10880278799486699,0.45691607123469075,0.5773732384860631,0.5320929351528083,0.609678291183381,0.45683109642330455,0.3794918732518544,0.4252694199006373,0.3538722299875947
hybrid,outcome_dependent_dropout,512,200,10,0.155,0.11,0.07375,0.05161290322580645,0.151015625,0.09630741893685146,0.45648088659412905,0.5714820927224908,0.515106312065009,0.6082976155891943,0.4557933528641726,0.3768716470596448,0.42843287883488934,0.3530884399504426
hybrid,pure_label_shift,32,200,10,0.995,0.97,0.08024999999999999,0.3773869346733668,0.76625,0.07736032546472907,0.4156637543556627,0.5693412844794002,0.5678145672607755,0.5573785320684613,0.4122172560727263,0.3228065478256408,0.32363246126751344,0.3046235264141912
hybrid,pure_label_shift,64,200,10,1.0,0.95,0.07125,0.27425,0.836875,0.09594530932877211,0.4255108499241805,0.5769870157057875,0.5769870157057875,0.5853155283077073,0.4243235617479778,0.33181356817685637,0.33181356817685637,0.31566770933133564
hybrid,pure_label_shift,128,200,10,1.0,0.94,0.048499999999999995,0.192,0.889609375,0.10154014438735111,0.4147898789914412,0.5814503660167528,0.5814503660167528,0.5836854702942472,0.40970641416327686,0.3158784622295509,0.3158784622295509,0.30750785446364987
hybrid,pure_label_shift,256,200,10,1.0,0.965,0.03275,0.13849999999999998,0.9198828125,0.11093820508810846,0.4088748778849272,0.5567772617247899,0.5567772617247899,0.5701936142674271,0.4100238353506493,0.31321400502308294,0.31321400502308294,0.3086516728725474
hybrid,pure_label_shift,512,200,10,1.0,0.965,0.020749999999999998,0.09475,0.946728515625,0.11862576988296537,0.41225007582355166,0.555198146619408,0.555198146619408,0.5698635525901958,0.4143881778614258,0.3120262691556724,0.3120262691556724,0.30944734608343016
hybrid,support_translation,32,200,10,0.005,0.0,0.1555,0.0,0.005,0.25,0.4444290541506313,0.7354791639732041,0.4445213608779358,0.6107046939890497,0.43016770156784095,0.44424117711966304,0.4302971277598008,0.33846101818311725
hybrid,support_translation,64,200,10,0.0,0.0,0.163,,0.0,,0.424914321422899,0.6858112675510393,0.424914321422899,0.5584863627587964,0.4213907080862384,0.4399797634743859,0.4213907080862384,0.32763180028968447
hybrid,support_translation,128,200,10,0.0,0.0,0.15675,,0.0,,0.4371661551256696,0.697086010286326,0.4371661551256696,0.5852989505991049,0.4308709913127909,0.44206111434278467,0.4308709913127909,0.3340541172804255
hybrid,support_translation,256,200,10,0.0,0.0,0.15225,,0.0,,0.42881941208940866,0.6783188641371537,0.42881941208940866,0.5718917973364792,0.42561117209134,0.43288143388902767,0.42561117209134,0.332894330487492
hybrid,support_translation,512,200,10,0.0,0.0,0.156,,0.0,,0.43074131760957807,0.6832375521898468,0.43074131760957807,0.5709723932907272,0.4281860625072072,0.4385571053262155,0.4281860625072072,0.33385807531663775
hybrid,tail_contamination,32,200,10,0.98,0.91,0.09974999999999999,0.35357142857142854,0.76625,0.08983955939564686,0.41491111858248897,0.5498781120380781,0.5482668324579937,0.5185610760589857,0.41682865112991946,0.34779917777687475,0.3474569609755307,0.32569109834106963
hybrid,tail_contamination,64,200,10,0.98,0.905,0.066,0.25663265306122446,0.83,0.10784786730492786,0.42777413371674966,0.5622517466974374,0.5595585433493291,0.5490400855297222,0.4381427117920906,0.3496782438335852,0.3526361960275587,0.3360611930837905
hybrid,tail_contamination,128,200,10,0.95,0.84,0.05025,0.1744736842105263,0.85296875,0.11880740588543204,0.42807630555338405,0.5600082621730396,0.5504782800238455,0.5603081917327439,0.42844580577441216,0.345132488064354,0.3511243859155509,0.3361377616646408
hybrid,tail_contamination,256,200,10,0.89,0.79,0.034749999999999996,0.10870786516853934,0.8323046875,0.12735387568818995,0.42545871987655715,0.5530632400343318,0.5405197210843776,0.5615788867864085,0.42498545245755337,0.33957258879807406,0.34752400159705865,0.3347107499075311
hybrid,tail_contamination,512,200,10,0.82,0.7,0.026999999999999996,0.06432926829268291,0.789765625,0.13622004662073267,0.42467588273527374,0.5452765075273982,0.5227484288840675,0.5588600081939061,0.42380132702828227,0.33484481520475173,0.3518668846194957,0.33163663422633877
hybrid,unidentifiable_concept_reversal,32,200,10,1.0,0.28,0.46175,0.376,0.76671875,0.9092922218990614,1.9616691688349432,2.134118081371722,2.134118081371722,2.0839888161336533,1.9734992227964023,2.6943041856888668,2.6943041856888668,1.568880156084561
hybrid,unidentifiable_concept_reversal,64,200,10,0.995,0.24,0.45549999999999996,0.26884422110552764,0.84296875,0.9009090310415101,1.9654492328419366,2.1363498700787606,2.1363180132531494,2.086534036973811,1.9900041904131935,2.71446701889208,2.714508203501036,1.568884410984169
hybrid,unidentifiable_concept_reversal,128,200,10,0.995,0.16,0.45375,0.1944723618090452,0.8827734375,0.8904996530229068,1.9557795771560662,2.1046359869654125,2.104611404360256,2.0811823742112754,1.9757499267398237,2.6529687163619884,2.6528328711859115,1.5609675380767911
hybrid,unidentifiable_concept_reversal,256,200,10,1.0,0.14,0.44625,0.141,0.9187109375,0.8841167081910766,1.9716926536596886,2.0943259269889776,2.0943259269889776,2.1065397307880205,1.9672335855244794,2.602954114990752,2.602954114990752,1.5588557229088829
hybrid,unidentifiable_concept_reversal,512,200,10,1.0,0.085,0.44925,0.1005,0.941865234375,0.8769190945611541,1.9583066488201586,2.0805759507528525,2.0805759507528525,2.09020403828194,1.9627544379171287,2.5968553374279106,2.5968553374279106,1.5528643388344694
learned,conditional_scale,32,200,10,0.965,0.88,0.1015,0.37202072538860104,0.74375,0.14037724195813658,0.5452238740113918,0.6964729887991392,0.6774989253492583,0.6665567799593708,0.5598418171138215,0.4759333583863154,0.4818904552138946,0.4356345430349021
learned,conditional_scale,64,200,10,0.985,0.88,0.07325,0.2642131979695431,0.828828125,0.14611685652276918,0.5540008732521668,0.7131449808549492,0.7021725535614768,0.6881227577216245,0.5597595904633594,0.4535161498670617,0.4577021182440836,0.4320912285849875
learned,conditional_scale,128,200,10,0.985,0.87,0.05625,0.18248730964467003,0.8858203125,0.15675788997540713,0.5501741468649667,0.6848018882914524,0.6789697946620664,0.6824766409820667,0.5554140712237359,0.4415802745419269,0.44636448632205483,0.428507166830269
learned,conditional_scale,256,200,10,0.95,0.85,0.040999999999999995,0.12763157894736843,0.88080078125,0.16326526188977336,0.5431602339714381,0.6723264375442153,0.660166800654022,0.671584255430265,0.5496255047877123,0.4362697687300645,0.44822197512666717,0.4265836694413444
learned,conditional_scale,512,200,10,0.94,0.835,0.025,0.0827127659574468,0.895703125,0.1669405448012113,0.5444851989086702,0.6684616794151718,0.6546387817032325,0.6711566059686228,0.5537762999339103,0.4314415504339758,0.4461044212970266,0.4277382754850404
learned,conditional_translation,32,200,10,0.82,0.685,0.11199999999999999,0.3173780487804878,0.651875,0.12670557774786728,0.480686602248115,0.6577562580738928,0.6410058180115276,0.6270560272813022,0.4753694286566521,0.4138122045023215,0.43535984004730577,0.363005346959511
learned,conditional_translation,64,200,10,0.695,0.56,0.08675,0.21223021582733814,0.605078125,0.13473387860005923,0.4657821451721477,0.6075280702396352,0.5885611998322434,0.6171035565908063,0.46789768344407984,0.38882979609816415,0.41850495262466003,0.35794334314874243
learned,conditional_translation,128,200,10,0.515,0.405,0.078,0.13689320388349516,0.476796875,0.13433212397055072,0.4743397557039913,0.6127721028721865,0.5869049451651445,0.6340384954937914,0.47245815876803754,0.38800448466371434,0.43056955415811876,0.3613698744816304
learned,conditional_translation,256,200,10,0.415,0.305,0.08025,0.09216867469879518,0.39501953125,0.13417379844368135,0.4829248529279473,0.6217429451213837,0.5957049287888472,0.6447985385827542,0.47728321885456837,0.39317082910482753,0.4384836827668299,0.3631970011455221
learned,conditional_translation,512,200,10,0.33,0.305,0.0735,0.06363636363636364,0.32029296875,0.11919742359804816,0.4762596725222793,0.6044980774654177,0.5702944476778494,0.6337350989806494,0.4739285281404965,0.3871814769098805,0.4330934761957092,0.3609361633903563
learned,covariance_shear,32,200,10,1.0,0.97,0.086,0.3715,0.7653125,0.09422542848177316,0.43984665458684,0.6039554552253952,0.6039554552253952,0.5698377236990414,0.441051478150455,0.36834801257308397,0.36834801257308397,0.3449787221081476
learned,covariance_shear,64,200,10,1.0,0.935,0.073,0.27925,0.8284375,0.1038927867500213,0.41604901596882216,0.5417927134114098,0.5417927134114098,0.5334913792293862,0.43050247209446807,0.34952660627205845,0.34952660627205845,0.3329750358513749
learned,covariance_shear,128,200,10,1.0,0.97,0.04649999999999999,0.19224999999999998,0.8882421875,0.11632577073173954,0.4334347455645118,0.5782702619731763,0.5782702619731763,0.5727567438639588,0.43074863566592136,0.34412837746485564,0.34412837746485564,0.3379029594404318
learned,covariance_shear,256,200,10,1.0,0.96,0.033,0.13549999999999998,0.9211328125,0.12668129933070213,0.4362356072477988,0.5706300318029878,0.5706300318029878,0.5752829066477309,0.43354782348873705,0.3434611047278518,0.3434611047278518,0.33974697537906623
learned,covariance_shear,512,200,10,0.995,0.905,0.02625,0.08919597989949749,0.945078125,0.13347631857437683,0.4321265619652075,0.5521633223186222,0.5485923362008159,0.5647298022560799,0.4320775148204977,0.3402745252697783,0.3413913476840563,0.3369936483832107
learned,nonlinear_bimodal,32,200,10,0.97,0.885,0.09225,0.3628865979381444,0.75984375,0.09328117027908192,0.43080482382947904,0.5832235816161777,0.5709617503164888,0.5570598802907111,0.42766029424202634,0.36092317505611526,0.3632741051413392,0.3379797046800722
learned,nonlinear_bimodal,64,200,10,0.965,0.895,0.0735,0.2696891191709844,0.80984375,0.10859433179619941,0.4261257793675279,0.5590482209602011,0.5532218441182257,0.5632181032420415,0.4275084518360879,0.35059570095733894,0.3552854716081474,0.3365611960667965
learned,nonlinear_bimodal,128,200,10,0.96,0.875,0.05175,0.17656249999999998,0.8594921875,0.11822671741679276,0.42074248099818834,0.558249414492027,0.5496028499562259,0.5552064355975814,0.4210042966845514,0.34039359308810313,0.34701675093400774,0.3300955523761232
learned,nonlinear_bimodal,256,200,10,0.905,0.815,0.038,0.12292817679558012,0.84138671875,0.1267123869437029,0.4228662794103459,0.5483242757951406,0.5330112989512482,0.5580127182708478,0.4239190318888785,0.3365817842261806,0.34759875296307513,0.33075794859476093
learned,nonlinear_bimodal,512,200,10,0.825,0.69,0.033249999999999995,0.07909090909090909,0.787705078125,0.13675088256945084,0.42267762456821467,0.538835442234625,0.5094007376963318,0.552934000521576,0.42416401614352783,0.33678340209624724,0.35714145418653265,0.33240536935459986
learned,outcome_dependent_dropout,32,200,10,0.78,0.645,0.11875,0.31153846153846154,0.599375,0.12703669943553628,0.46372804139338125,0.6047579890677341,0.585784055072418,0.6005297881230129,0.46147020955656326,0.4021276813758152,0.41987674331837255,0.3603017791754436
learned,outcome_dependent_dropout,64,200,10,0.605,0.48,0.09699999999999999,0.2128099173553719,0.515625,0.13905712831340072,0.442605493325903,0.5790491698591249,0.5484397441036734,0.5893996265077424,0.44687610865499766,0.3868558281878666,0.41669644154656843,0.3502519378263766
learned,outcome_dependent_dropout,128,200,10,0.47,0.385,0.08125,0.14414893617021277,0.4265625,0.1358726060574303,0.4552798999894169,0.5847083425646648,0.5514163440306865,0.6091931249073393,0.4525812258582604,0.37763216949438994,0.41530601607006806,0.34963769536350137
learned,outcome_dependent_dropout,256,200,10,0.34,0.275,0.08025,0.09485294117647058,0.32064453125,0.1387237389796232,0.45691607123469075,0.5769302560760664,0.5439182764087248,0.609678291183381,0.45683109642330455,0.3793756476068484,0.4237095417608646,0.3538722299875947
learned,outcome_dependent_dropout,512,200,10,0.245,0.195,0.07325,0.054081632653061235,0.23771484375,0.12781879748098612,0.45648088659412905,0.5714507705871745,0.527807394921524,0.6082976155891943,0.4557933528641726,0.3768460715658775,0.42509344842177327,0.3530884399504426
learned,pure_label_shift,32,200,10,0.995,0.965,0.07999999999999999,0.37663316582914574,0.766875,0.07712338428940599,0.4156637543556627,0.5692114633570599,0.567684746138435,0.5573785320684613,0.4122172560727263,0.3228608430381745,0.32368675648004713,0.3046235264141912
learned,pure_label_shift,64,200,10,1.0,0.945,0.0715,0.2725,0.83890625,0.09615336873404504,0.4255108499241805,0.5769350506109167,0.5769350506109167,0.5853155283077073,0.4243235617479778,0.3319709866001876,0.3319709866001876,0.31566770933133564
learned,pure_label_shift,128,200,10,1.0,0.94,0.048999999999999995,0.19099999999999998,0.8901953125,0.10188455247506457,0.4147898789914412,0.5800125236844452,0.5800125236844452,0.5836854702942472,0.40970641416327686,0.3159778642918814,0.3159778642918814,0.30750785446364987
learned,pure_label_shift,256,200,10,1.0,0.96,0.03375,0.13724999999999998,0.920546875,0.11111264786601253,0.4088748778849272,0.5563196750448725,0.5563196750448725,0.5701936142674271,0.4100238353506493,0.31325119948716684,0.31325119948716684,0.3086516728725474
learned,pure_label_shift,512,200,10,1.0,0.965,0.020499999999999997,0.09275,0.947958984375,0.11892538643830333,0.41225007582355166,0.5540655792504809,0.5540655792504809,0.5698635525901958,0.4143881778614258,0.3119575493195491,0.3119575493195491,0.30944734608343016
learned,support_translation,32,200,10,0.295,0.08,0.15625,0.1593220338983051,0.26453125,0.17103419347983953,0.4444290541506313,0.7340930594085927,0.508682174150019,0.6107046939890497,0.43016770156784095,0.4436109734834464,0.4267904526975956,0.33846101818311725
learned,support_translation,64,200,10,0.04,0.0,0.16375,0.05,0.03875,0.21538219323779667,0.424914321422899,0.6869015970019087,0.4254872615156664,0.5584863627587964,0.4213907080862384,0.4404718250539191,0.42059784364097097,0.32763180028968447
learned,support_translation,128,200,10,0.0,0.0,0.15675,,0.0,,0.4371661551256696,0.6949691197705263,0.4371661551256696,0.5852989505991049,0.4308709913127909,0.44131924835960684,0.4308709913127909,0.3340541172804255
learned,support_translation,256,200,10,0.0,0.0,0.1535,,0.0,,0.42881941208940866,0.6751613124080604,0.42881941208940866,0.5718917973364792,0.42561117209134,0.4318188684315408,0.42561117209134,0.332894330487492
learned,support_translation,512,200,10,0.0,0.0,0.1575,,0.0,,0.43074131760957807,0.6809844793074281,0.43074131760957807,0.5709723932907272,0.4281860625072072,0.43820696964456424,0.4281860625072072,0.33385807531663775
learned,tail_contamination,32,200,10,0.98,0.915,0.09925,0.3596938775510204,0.7625,0.08878848614377334,0.41491111858248897,0.5497975127829458,0.5486558210321709,0.5185610760589857,0.41682865112991946,0.3470803150820089,0.3470542808124867,0.32569109834106963
learned,tail_contamination,64,200,10,0.99,0.91,0.06675,0.25984848484848483,0.8371875,0.10723497916651333,0.42777413371674966,0.5623157822148701,0.5599253871346702,0.5490400855297222,0.4381427117920906,0.34980442859374145,0.3510626121517822,0.3360611930837905
learned,tail_contamination,128,200,10,0.95,0.845,0.051500000000000004,0.17921052631578946,0.850703125,0.11811583508741552,0.42807630555338405,0.5595730649607761,0.5499729394162791,0.5603081917327439,0.42844580577441216,0.345562376061646,0.3515066121209452,0.3361377616646408
learned,tail_contamination,256,200,10,0.915,0.82,0.0355,0.11502732240437159,0.85263671875,0.12672329689023062,0.42545871987655715,0.5540065827867806,0.5449511353880354,0.5615788867864085,0.42498545245755337,0.34002485947894884,0.3451576066724059,0.3347107499075311
learned,tail_contamination,512,200,10,0.86,0.74,0.02725,0.07267441860465117,0.8242578125,0.135344284005048,0.42467588273527374,0.5451588579236998,0.5246275048831959,0.5588600081939061,0.42380132702828227,0.3348387718917506,0.34925116957750896,0.33163663422633877
learned,unidentifiable_concept_reversal,32,200,10,1.0,0.275,0.46225,0.376,0.76828125,0.9086536418169215,1.9616691688349432,2.134273970457929,2.134273970457929,2.0839888161336533,1.9734992227964023,2.6951612373274956,2.6951612373274956,1.568880156084561
learned,unidentifiable_concept_reversal,64,200,10,1.0,0.24,0.45525,0.2675,0.848359375,0.9008591578226026,1.9654492328419366,2.1363102934093545,2.1363102934093545,2.086534036973811,1.9900041904131935,2.714476914411211,2.714476914411211,1.568884410984169
learned,unidentifiable_concept_reversal,128,200,10,0.995,0.155,0.45399999999999996,0.19321608040201002,0.883828125,0.8903131109446527,1.9557795771560662,2.1049068740464834,2.1048822914413274,2.0811823742112754,1.9757499267398237,2.6531891868672504,2.653053341691174,1.5609675380767911
learned,unidentifiable_concept_reversal,256,200,10,1.0,0.14,0.44625,0.13899999999999998,0.91966796875,0.8838399341428864,1.9716926536596886,2.0943259269889776,2.0943259269889776,2.1065397307880205,1.9672335855244794,2.602954114990752,2.602954114990752,1.5588557229088829
learned,unidentifiable_concept_reversal,512,200,10,1.0,0.085,0.449,0.0965,0.944150390625,0.8763130267769239,1.9583066488201586,2.080532628863379,2.080532628863379,2.09020403828194,1.9627544379171287,2.59670418313832,2.59670418313832,1.5528643388344694
moments,conditional_scale,32,200,10,0.375,0.34,0.16175,0.6179999999999999,0.2228125,0.07815198919847102,0.5452238740113918,0.6029701871799078,0.5880622877100853,0.6665567799593708,0.5598418171138215,0.5170975026464779,0.5330106567311897,0.4356345430349021
moments,conditional_scale,64,200,10,0.24,0.21,0.145,0.453125,0.180859375,0.0732038209552597,0.5540008732521668,0.6070628965722239,0.5937920402682739,0.6881227577216245,0.5597595904633594,0.506423499624707,0.532699980004215,0.4320912285849875
moments,conditional_scale,128,200,10,0.225,0.21,0.126,0.37666666666666665,0.181640625,0.08131036698170703,0.5501741468649667,0.6042665879522223,0.5940320122612315,0.6824766409820667,0.5554140712237359,0.4937865964018422,0.525908174392868,0.428507166830269
moments,conditional_scale,256,200,10,0.165,0.16,0.1195,0.29848484848484846,0.14345703125,0.055229123173075025,0.5431602339714381,0.5908925282349324,0.5791848620657962,0.671584255430265,0.5496255047877123,0.4853644776111906,0.5217122537894658,0.4265836694413444
moments,conditional_scale,512,200,10,0.145,0.14,0.11699999999999999,0.2586206896551724,0.128974609375,0.0524668196596014,0.5444851989086702,0.5899855603862946,0.5767922739069751,0.6711566059686228,0.5537762999339103,0.4856117631243944,0.5268112381835472,0.4277382754850404
moments,conditional_translation,32,200,10,0.23,0.21,0.145,0.6206521739130434,0.13421875,0.04851864699086922,0.480686602248115,0.5560945049587336,0.5236342353377119,0.6270560272813022,0.4753694286566521,0.4196825404725177,0.4479215999460433,0.363005346959511
moments,conditional_translation,64,200,10,0.195,0.175,0.131,0.4435897435897436,0.147734375,0.05081666867656244,0.4657821451721477,0.5296949127291458,0.5025763881420242,0.6171035565908063,0.46789768344407984,0.4006043132158593,0.43791377221053734,0.35794334314874243
moments,conditional_translation,128,200,10,0.15,0.145,0.12725,0.3066666666666667,0.12984375,0.04991582248004862,0.4743397557039913,0.5421823526537307,0.5133300356002177,0.6340384954937914,0.47245815876803754,0.399330536128907,0.44418626033713965,0.3613698744816304
moments,conditional_translation,256,200,10,0.13,0.125,0.11225,0.26346153846153847,0.115625,0.048204238378144186,0.4829248529279473,0.56715079175981,0.5336679040576275,0.6447985385827542,0.47728321885456837,0.4004588913158832,0.4504156279817247,0.3631970011455221
moments,conditional_translation,512,200,10,0.12,0.115,0.11349999999999999,0.18125,0.11107421875,0.054323062117708265,0.4762596725222793,0.5503767610849777,0.5178099549120669,0.6337350989806494,0.4739285281404965,0.3939360815691439,0.4485836050526954,0.3609361633903563
moments,covariance_shear,32,200,10,0.52,0.495,0.1335,0.6798076923076923,0.263125,0.06325328883941442,0.43984665458684,0.5085031960276627,0.48811842232521574,0.5698377236990414,0.441051478150455,0.39267179848100225,0.4104883750581279,0.3449787221081476
moments,covariance_shear,64,200,10,0.415,0.35,0.1175,0.5512048192771084,0.264140625,0.0566188673158681,0.41604901596882216,0.46750076153354486,0.4487844321342409,0.5334913792293862,0.43050247209446807,0.3714381682738074,0.39703114161768055,0.3329750358513749
moments,covariance_shear,128,200,10,0.265,0.24,0.092,0.42547169811320756,0.200078125,0.06065201976322458,0.4334347455645118,0.49915392170710127,0.4708588928433417,0.5727567438639588,0.43074863566592136,0.3614923870708919,0.39557658538059104,0.3379029594404318
moments,covariance_shear,256,200,10,0.245,0.24,0.07975,0.3591836734693878,0.19751953125,0.06025734600182668,0.4362356072477988,0.5025458216413825,0.4764160128294993,0.5752829066477309,0.43354782348873705,0.35957274720234067,0.3967921282711176,0.33974697537906623
moments,covariance_shear,512,200,10,0.185,0.185,0.077,0.3,0.157705078125,0.05094631168746507,0.4321265619652075,0.4962377499885629,0.4686943754177061,0.5647298022560799,0.4320775148204977,0.35593663850130564,0.3991477892788545,0.3369936483832107
moments,nonlinear_bimodal,32,200,10,0.165,0.145,0.17525,0.6121212121212121,0.09828125,0.04383331379612844,0.43080482382947904,0.4857104227694615,0.44341962223315773,0.5570598802907111,0.42766029424202634,0.4088610682720737,0.4024320224338019,0.3379797046800722
moments,nonlinear_bimodal,64,200,10,0.125,0.115,0.175,0.41200000000000003,0.0971875,0.05389426364916489,0.4261257793675279,0.4831311448996788,0.44611811899659803,0.5632181032420415,0.4275084518360879,0.4051708693629624,0.40711393788021083,0.3365611960667965
moments,nonlinear_bimodal,128,200,10,0.085,0.075,0.166,0.34411764705882353,0.0705078125,0.04003228778638994,0.42074248099818834,0.488950011320653,0.4416995596805994,0.5552064355975814,0.4210042966845514,0.4009614379100646,0.40291154984094646,0.3300955523761232
moments,nonlinear_bimodal,256,200,10,0.09,0.085,0.16225,0.25833333333333336,0.0798046875,0.036905297108726844,0.4228662794103459,0.5021764827780043,0.4552463057298738,0.5580127182708478,0.4239190318888785,0.40211856977058924,0.40285296802711135,0.33075794859476093
